trackName,artistName,album,duration
No Worries,Lil Wayne,I Am Not A Human Being II (Deluxe),221
Love Me,Lil Wayne,I Am Not A Human Being II (Deluxe),253.44
Blunt Blowin,Lil Wayne,Tha Carter IV (Deluxe),312.96
6 Foot 7 Foot,Lil Wayne,Tha Carter IV (Deluxe),248.586
She Will,Lil Wayne,Tha Carter IV (Deluxe),305.84
How To Love,Lil Wayne,Tha Carter IV (Deluxe),240.306
Mirror,Lil Wayne,Tha Carter IV (Deluxe),228.093
Right Above It,Lil Wayne,I Am Not A Human Being,271.946
A Milli,Lil Wayne,Tha Carter III,221.84
Drop The World,Lil Wayne,Rebirth (Deluxe),229.226
Started From the Bottom,Drake,Nothing Was The Same (Deluxe),174.133
Worst Behavior,Drake,Nothing Was The Same (Deluxe),270.186
"Hold On, We're Going Home",Drake,Nothing Was The Same (Deluxe),227.88
The Language,Drake,Nothing Was The Same (Deluxe),224.013
All Me,Drake,Nothing Was The Same (Deluxe),270.866
Headlines,Drake,Take Care (Deluxe),235.986
Make Me Proud,Drake,Take Care (Deluxe),219.893
HYFR (Hell Ya Fucking Right),Drake,Take Care (Deluxe),206.626
Over,Drake,Thank Me Later,233.56
Find Your Love,Drake,Thank Me Later,208.946
Moment 4 Life,Nicki Minaj,Pink Friday,279.306
I'm Goin In,Drake,So Far Gone,225.266
The Motto,Drake,The Motto (Explicit Version),181.4
Where The Hood At,DMX,The Best Of DMX,287.426
Party Up,DMX,The Best Of DMX,274.053
X Gon' Give It To Ya,DMX,The Best Of DMX,219.253
Runnin',Machine Gun Kelly,Lace Up (Deluxe),167.706
Invincible,Machine Gun Kelly,Lace Up (Deluxe),185.733
No Interruption,Hoodie Allen,All American,215.24
No Faith in Brooklyn (feat. Jhameel),Hoodie Allen,All American,201.226
Fame Is for Assholes (feat. Chiddy),Hoodie Allen,Crew Cuts,196.456
Make It Home (feat. Kina Grannis),Hoodie Allen,Make It Home (feat. Kina Grannis),197.554
All That I Know (feat. Hoodie Allen),Moosh & Twist,All That I Know (feat. Hoodie Allen),231.111
No Interruption (Acoustic),Hoodie Allen,No Interruption (Acoustic),225.677
Talk Dirty (feat. 2 Chainz),Jason Derulo,Tattoos EP,177.685
Marry Me,Jason Derulo,Tattoos EP,225.026
Whatcha Say,Jason Derulo,Jason Derulo (Deluxe Audio),221.253
Ridin' Solo,Jason Derulo,Jason Derulo (Deluxe Audio),215.746
It Girl,Jason Derulo,Future History (Deluxe Edition),192.2
In My Head,Jason Derulo,Jason Derulo (Deluxe Audio),198.96
Show Me,Kid Ink,Show Me,219.64
Hell & Back,Kid Ink,Up & Away,250.558
Money and the Power,Kid Ink,Almost Home,206.666
Rack City,Tyga,Rack City,208.84
Wait For A Minute,Tyga,Wait For A Minute,207.013
Faded,Tyga,Faded,213.466
Far Away,Tyga,Careless World: Rise Of The Last King,206.52
The Way,Ariana Grande,Yours Truly,227.026
Right There,Ariana Grande,Yours Truly,247.08
Party On Fifth Ave.,Mac Miller,Blue Slide Park,173.516
Frick Park Market,Mac Miller,Blue Slide Park,197.559
Smile Back,Mac Miller,Blue Slide Park,162.008
Missed Calls,Mac Miller,Blue Slide Park,178.902
Another Night,Mac Miller,On And On And Beyond,176.043
Donald Trump,Mac Miller,Donald Trump - Single,165.908
Loud,Mac Miller,Loud,171.148
Knock Knock,Mac Miller,Knock Knock - Single,202.806
Beware,Big Sean,Beware,236.56
Dance (A$$) Remix,Big Sean,Dance (A$$) Remix,220.346
My Nigga,YG,My Nigga,236.093
HeadBand (feat. 2 Chainz),B.o.B,HeadBand (feat. 2 Chainz),219.833
Paranoid (feat. B.o.B),Ty Dolla $ign,Paranoid (feat. B.o.B),216.267
So Good,B.o.B,Strange Clouds,213.253
Strange Clouds (feat. Lil Wayne),B.o.B,Strange Clouds,226.293
Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,180.48
Both of Us (feat. Taylor Swift),B.o.B,Strange Clouds,216.12
Magic (feat. Rivers Cuomo),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,196.133
POWER,Kanye West,My Beautiful Dark Twisted Fantasy,292.093
Ni**as In Paris,JAY-Z,Watch The Throne (Deluxe),219.333
Can't Tell Me Nothing,Kanye West,Graduation,271.6
Clique,Kanye West,Clique,293.533
Mercy,Kanye West,Mercy,329.32
Forever,Drake,More Than A Game,357.346
We Own It (Fast & Furious),2 Chainz,Fast & Furious 6,227.893
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",DJ Drama,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",200.56
No Lie,2 Chainz,No Lie,239.186
No Sleep,Wiz Khalifa,Rolling Papers,191.32
Roll Up,Wiz Khalifa,Rolling Papers,227.773
Black and Yellow,Wiz Khalifa,Rolling Papers,217.666
Payphone,Maroon 5,Payphone,231.466
When I'm Gone,Wiz Khalifa,Rolling Papers,248.56
"Work Hard, Play Hard",Wiz Khalifa,"Work Hard, Play Hard",220.714
This Plane,Wiz Khalifa,Deal Or No Deal,196.16
Cleanin' Out My Closet,Eminem,The Eminem Show,297.84
Sing For The Moment,Eminem,The Eminem Show,339.546
'Till I Collapse,Eminem,The Eminem Show,297.786
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call: The Hits (Deluxe Edition),326.466
No Love,Eminem,Recovery,299.506
Like Toy Soldiers,Eminem,Curtain Call: The Hits (Deluxe Edition),295.666
Mockingbird,Eminem,Curtain Call: The Hits (Deluxe Edition),251.266
When I'm Gone,Eminem,Curtain Call: The Hits (Deluxe Edition),281.133
Space Bound,Eminem,Recovery,278.64
Cinderella Man,Eminem,Recovery,279.013
Beautiful,Eminem,Relapse: Refill,392.826
Puke,Eminem,Encore (Deluxe Version),247.826
Turn Down for What,DJ Snake,Turn Down for What,213.733
Dark Horse,Katy Perry,PRISM (Deluxe),215.672
Power Trip (feat. Miguel),J. Cole,Power Trip (feat. Miguel),240.28
Snitches Ain't...,YG,Snitches Ain’t...,220.493
Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),248.466
"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",241.133
Sexy Bitch (feat. Akon),David Guetta,One Love (Deluxe),195.853
Grind With Me,Pretty Ricky,Bluestars,237.733
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),254.093
Coming Home,Diddy - Dirty Money,Last Train To Paris,238.693
Remember the Name (feat. Styles of Beyond),Fort Minor,Petrified / Remember the Name,230.493
Just A Dream,Nelly,Just A Dream,237.986
Hey Porsche,Nelly,Hey Porsche,209.453
Grillz,Nelly,6 Pack (Explicit Version),270.933
Sweater Weather,The Neighbourhood,I'm Sorry...,240.04
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235.613
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,258.342
White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,The Heist,219.425
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,The Heist,318.525
Muthaf**ka Up,Tyga,Careless World: Rise Of The Last King,233.68
Do Like Me,Chris Webby,Homegrown,172.943
Let's Go (feat. Big D & Twista),Trick Daddy,Thug Matrimony: Married to the Streets,222.2
Black Skinhead,Kanye West,Yeezus,188.013
Bugatti,Ace Hood,Bugatti (Remix),325.28
Bugatti,Ace Hood,Trials & Tribulations,269.266
Crooked Smile (feat. TLC),J. Cole,Born Sinner,278.573
She Knows (feat. Amber Coffman & Cults),J. Cole,Born Sinner,296.52
Love Sosa,Chief Keef,Love Sosa,246.573
All the Above (feat. T-Pain),Maino,All The Above (feat. T-Pain),319.692
Put On,Jeezy,The Recession,321.293
Go Get It,T.I.,Go Get It,217.178
Don't Like.1,Kanye West,Kanye West Presents Good Music Cruel Summer,283.746
"Kernkraft 400 - DJ Gius Mix, Radio Edit",Zombie Nation,Kernkraft 400 Single Mixes,207.266
Wild Boy,Machine Gun Kelly,Wild Boy,233.426
Wild Boy - Remix,Machine Gun Kelly,Wild Boy (Remix),256.426
My Life,The Game,LAX,320.893
Yonkers,"Tyler, The Creator",Yonkers,251.653
99 Problems,JAY-Z,The Hits Collection Volume One (Deluxe),235.466
My Time,Fabolous,Loso's Way,240.053
Numb / Encore,JAY-Z,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,205.733
Frisky (feat. Labrinth),Tinie Tempah,Disc-Overy,295.413
Caribou Lou,Tech N9ne,The Box Set,271.813
Take Care,Drake,Take Care (Deluxe),277.386
Hot In Herre,Nelly,Nellyville (Explicit Version),228.226
Survival,Eminem,Survival,272.28
Love More,Chris Brown,Love More,189.853
Empire State Of Mind [Jay-Z + Alicia Keys],JAY-Z,The Blueprint 3,277.4
Old School Love (feat. Ed Sheeran),Lupe Fiasco,Old School Love (feat. Ed Sheeran),273.903
Unconditionally,Katy Perry,PRISM (Deluxe),228.878
Stay The Night - featuring Hayley Williams of Paramore,Zedd,Stay The Night,217.08
Clarity,Zedd,Clarity,271.426
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),214.912
TKO,Justin Timberlake,The 20/20 Experience - 2 of 2,424.146
Mirrors,Justin Timberlake,Mirrors,485.36
Honest,Future,Honest,203.28
Gas Pedal,Sage The Gemini,Gas Pedal,207.266
Collard Greens,ScHoolboy Q,Collard Greens,301.453
Change Your Life,Iggy Azalea,Change Your Life,220.748
Drank in My Cup,Kirko Bangz,Drank in My Cup,232.16
2 Reasons (feat. T.I.),Trey Songz,Chapter V (Deluxe),197.626
Bottoms Up (feat. Nicki Minaj),Trey Songz,"Passion, Pain & Pleasure",242.013
Ride,SoMo,Ride,289.368
My First Kiss (feat. Ke$ha),3OH!3,Streets Of Gold,192.44
Cooler Than Me - Single Mix,Mike Posner,31 Minutes to Takeoff,213.293
Fidelity,Regina Spektor,Begin to Hope (Special Edition),226.68
We Outchea,Ace Hood,Trials & Tribulations (Deluxe),259.32
5 O'Clock (feat. Lily Allen & Wiz Khalifa),T-Pain,5 O'Clock (feat. Lily Allen & Wiz Khalifa),281.533
Best Love Song (feat. Chris Brown),T-Pain,Best Love Song (feat. Chris Brown) - Single,197
Bartender (feat. Akon),T-Pain,Epiphany,238.8
Good Life,Kanye West,Graduation,207
Young Forever [Jay-Z + Mr Hudson],JAY-Z,The Blueprint 3,253.906
Heart Attack,Trey Songz,Heart Attack,235.158
Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,"Body Head Bangerz, Vol. 1",214.4
Cashin' Out,Ca$h Out,Cashin' Out,238.76
Winner (feat. Justin Timberlake & T.I.),Jamie Foxx,Winner (feat. Justin Timberlake & T.I.),244.346
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,The Art of Translation,233.173
Erase Me - Main,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,192.253
Here's to Never Growing Up,Avril Lavigne,Avril Lavigne,214.32
STARSTRUKK (feat. Katy Perry),3OH!3,WANT (Deluxe),202.666
Just Give Me a Reason,P!nk,The Truth About Love,242.733
Peanut Butter & Jelly,Cadillac Don & J-Money,Look At Me (U.S. explicit version),252.6
Ice Cream Paint Job,Dorrough Music,Ice Cream Paint Job,242
Backseat (feat. The Cataracs & Dev),New Boyz,Too Cool to Care,224.093
E-Dubble - Let me OH!,,,197
Alive Til' I Die,E-Dubble,hip-hop is good,287.666
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263.773
Summertime Sadness,Lana Del Rey,Born To Die - The Paradise Edition,265.427
Fuck You,CeeLo Green,The Lady Killer,222.933
Sail,AWOLNATION,Megalithic Symphony,259.102
Bad (feat. Tiara Thomas),Wale,Bad (feat. Tiara Thomas),255.693
The Man,Aloe Blacc,Lift Your Spirit,255.906
Do What U Want,Lady Gaga,ARTPOP,227.306
Wing$,Macklemore & Ryan Lewis,The Heist,298.64
Change the World,The Cave Boys,Now Boarding EP,246.936
Runnin,Jake Miller,Runnin,181.865
Written in the Stars (feat. Eric Turner),Tinie Tempah,Disc-Overy,219.56
Breakeven,The Script,The Script,261.426
Beautiful Girls,Sean Kingston,Beautiful Girls,225.373
Take You There,Sean Kingston,Sean Kingston,236.693
Can't Get Enough,J. Cole,Cole World: The Sideline Story,225.96
Day 'N' Nite (nightmare) - Original Clean,Kid Cudi,Man On The Moon: The End Of Day,221.266
Forbidden Fruit (feat. Kendrick Lamar),J. Cole,Born Sinner,268.666
Nobody's Perfect,J. Cole,Cole World: The Sideline Story,190.653
Burn It All,The Dean's List,The Drive-in,192.654
All Systems Go (feat. OnCue),The Dean's List,The Drive-in,283.534
Hollywood,The Dean's List,Generation X,169
Dear Professor,The Dean's List,The Drive-In,153
This City,Patrick Stump,This City,216.746
Want U Back,Cher Lloyd,Sticks & Stones,214.573
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),233.786
Gotta Have It,JAY-Z,Watch The Throne (Deluxe),140.746
Pretty Boy Swag,Soulja Boy,Pretty Boy Swag,238.893
Kiss Me Thru The Phone,Soulja Boy,iSouljaBoyTellem,193.386
Molly,Tyga,Molly,219.173
Demons,Imagine Dragons,Night Visions,175.2
Radioactive,Imagine Dragons,Night Visions,186.813
Bump n' Grind,R. Kelly,The R. In R&B Collection: Volume 1,255.093
No Church In The Wild,JAY-Z,Watch The Throne (Deluxe),272.506
Neva Gave A Fuck,Kid Ink,Up & Away,198.429
Kush - Main,Dr. Dre,Kush,235.12
Rich As Fuck,Lil Wayne,I Am Not A Human Being II,223.173
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,295.293
Blame It,Jamie Foxx,Intuition,289.746
Everybody Talks,Neon Trees,Everybody Talks,179.386
Animal,Neon Trees,Habits,212.293
Angel,Shaggy,The Boombastic Collection - Best of Shaggy,235.146
Party Girl,Asher Roth,Party Girl,260.266
Love This Life,T.I.,Love This Life,235.884
Don’t Drop That Thun Thun,Finatticz,Don't Drop That Thun Thun,202.199
Cracks Feat. Belle Humble (Flux Pavilion Rmx),Freestylers,Cracks,281.083
Pimp Juice,Nelly,Nellyville,292.173
DONTTRUSTME,3OH!3,WANT (Deluxe),192.573
Story of My Life,One Direction,Midnight Memories (Deluxe),245.493
Am I A Psycho,Tech N9ne,All 6'S & 7'S,246.306
Swing,Savage,Savage Island,217.893
As Long As You Love Me,Justin Bieber,Believe (Deluxe Edition),229.466
Loyal (East Coast Version),Chris Brown,Loyal (East Coast Version),264.4
Na Na,Trey Songz,Na Na,231.906
Who Do You Love?,YG,Who Do You Love?,233.573
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,I'm N Luv (Wit A Stripper) Remix Triple Play,265.333
Intro,The xx,xx,127.92
Opposite of Adults,Chiddy Bang,The Preview,191.6
#SELFIE,The Chainsmokers,#SELFIE,183.75
Song 2,Blur,Blur: The Best Of,121.88
I'm On A Boat,The Lonely Island,Incredibad,156.266
Move Your Feet,Junior Senior,d-d-don't don't stop the beat (Explicit Content U.S. Version),181.906
MegaMan,Lil Wayne,Tha Carter IV (Deluxe),198.28
Red & Yellow Ft Cash Image and B.e.e.,Irv Da PHENOM,Dream Big. Hustle Hard. (#DBHH),215.485
Crack A Bottle - Album Version (Edited),Eminem,Relapse,297.533
Not Afraid,Eminem,Recovery,248.133
Bad (feat. Rihanna) - Remix,Wale,Bad (feat. Rihanna) [Remix],238.829
Royals,Lorde,Pure Heroine,190.185
It's Goin' Down (feat. Nitti),Yung Joc,New Joc City,241.84
2 Step,Unk,Beat N' Down Yo Block - Deluxe Edition,195.8
2 Step (Remix),"Unk featuring T-Pain, Jim Jones & E-40",2 Step Remix - Single,323
Sexy Can I feat. Yung Berg,Ray J,All I Feel,204.04
Live Your Life - feat. Rihanna,T.I.,Paper Trail,338.853
Say Yeah,Wiz Khalifa,Say Yeah,241.613
Fire Burning,Sean Kingston,Fire Burning,243.133
Locked Up,Akon,Trouble,235.066
Lonely,Akon,Trouble,235.8
It Wasn't Me,Shaggy,The Boombastic Collection - Best of Shaggy,227.546
I'm A Playa,Tech N9ne,Absolute Power,298.6
Riot Maker,Tech N9ne,The Box Set,331.48
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),235.733
Kiss Kiss (feat. T-Pain),Chris Brown,Exclusive,250.666
Get Low,Lil Jon & The East Side Boyz,Kings Of Crunk,334.066
Ignition (Remix),R. Kelly,The R. In R&B Collection: Volume 1,187.733
Paper Planes,M.I.A.,Kala,203.76
Temperature,Sean Paul,The Trinity,218.573
143,Bobby Brackins,143,206.813
Soulja Girl,Soulja Boy,souljaboytellem.com,187.546
SMFWU,Timeflies,Warning Signs,187.066
Hall of Fame (feat. will.i.am),The Script,#3,202.533
Pompeii,Bastille,Bad Blood,214.147
Pretty Girls (feat. Travie McCoy),Iyaz,Pretty Girls (feat. Travie McCoy),223.506
We Still in this Bitch (feat. T.I. and Juicy J),B.o.B,We Still in This Bitch (feat. T.I. and Juicy J),247.494
Type of Way,Rich Homie Quan,Still Goin In - Reloaded,261.32
Don't Matter,Akon,Konvicted,293.053
Right Now (Na Na Na),Akon,Freedom,240.746
I Wanna Love You,Akon,Konvicted,247.066
Bubblegum (feat. Tyga),Jason Derulo,Talk Dirty,205.971
Vertigo (feat. Jordin Sparks),Jason Derulo,Talk Dirty,233.173
Trumpets,Jason Derulo,Talk Dirty,217.419
Kama Sutra (feat. Kid Ink),Jason Derulo,Talk Dirty,216.166
The Other Side,Jason Derulo,Talk Dirty,226.986
Lolly,Maejor,Lolly,225.506
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,213.826
Anything Could Happen,Ellie Goulding,Anything Could Happen,286.082
Best Song Ever,One Direction,Best Song Ever (From THIS IS US),202.44
Wobble,V.I.C.,Beast,321.986
Medicated (feat. Chevy Woods & Juicy J),Wiz Khalifa,O.N.I.F.C. (Deluxe),331.013
John Doe (feat. Priscilla),B.o.B,Underground Luxury,212.005
Higher (feat. B.o.B),Classified,Higher (feat. B.o.B),213.602
TMWYKAL,SoMo,SoMo,62.92
Show Off,SoMo,SoMo,185.213
We Can Make Love,SoMo,SoMo,269.466
Crash,SoMo,SoMo,207.586
Kings & Queens (Throw It Up),SoMo,My Life,221.6
The Only One,SoMo,My Life,195.12
Back To The Start,SoMo,SoMo,204.746
Animals - Original Mix,Martin Garrix,Animals,304.24
Sandstorm - Radio Edit,Darude,Sandstorm,227.493
Dota,Basshunter,Now You're Gone,200.56
Ravers Fantasy - Radio Mix,Tune Up!,Ravers fantasy,209.527
Hot N Cold,Katy Perry,One Of The Boys,220.226
I Kissed A Girl,Katy Perry,One Of The Boys,179.64
Hummingbird Heartbeat,Katy Perry,Teenage Dream,212.28
E.T.,Katy Perry,Teenage Dream,206.373
California Gurls,Katy Perry,Teenage Dream,234.653
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,230.733
Teenage Dream,Katy Perry,Teenage Dream,227.741
Roar,Katy Perry,PRISM (Deluxe),223.546
Down,Jay Sean,All Or Nothing,212.106
"Out Here Grindin' feat. Akon, Lil Boosie, Plies, Ace Hood, Trick Daddy, Rick Ross",DJ Khaled,Out Here Grindin,263.133
Me And My Broken Heart,Rixton,Me And My Broken Heart,193.975
Counting Stars,OneRepublic,Native (Deluxe),257.266
Timber (feat. Ke$ha),Pitbull,Timber (feat. Ke$ha),204.053
Fancy,Iggy Azalea,The New Classic,199.938
The Illest,Far East Movement,The Illest,219.866
"Oh, Hell",SoMo,My Life,171.386
E.T.,Katy Perry,Teenage Dream: The Complete Confection,229.573
Fuck It (I Don't Want You Back),Eamon,I Don't Want You Back,225.106
It's Tricky,Run–D.M.C.,Greatest Hits,183.626
Bye Bye Bye,*NSYNC,No Strings Attached,200.4
I Want It That Way,Backstreet Boys,The Hits--Chapter One,213.6
On the Floor,IceJJFish,On the Floor,274.103
Seven Day Weekend,JTX,Seven Day Weekend,195.173
The Walker,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),233.133
Car Radio,Twenty One Pilots,Vessel,267.72
My Party (feat. Ty Dolla $ign),Icona Pop,My Party (feat. Ty Dolla $ign),225.602
SmartPhones,Trey Songz,SmartPhones,232.056
nEXt,Sevyn Streeter,"Call Me Crazy, But...",251.64
nEXt (feat. Kid Ink) - Remix,Sevyn Streeter,nEXt (feat. Kid Ink) [Remix],265.039
Sleeping With A Friend,Neon Trees,Sleeping With A Friend,228.84
It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,"Call Me Crazy, But...",281.08
All Night,Icona Pop,THIS IS... ICONA POP,187.026
Irreplaceable,Beyoncé,B'Day Deluxe Edition,227.853
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),231.24
We Are Young (feat. Janelle Monáe),fun.,Some Nights,250.626
Young Girls,Bruno Mars,Unorthodox Jukebox,228.72
Magic,Coldplay,Magic,285.014
Paradise,Coldplay,Mylo Xyloto,278.719
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,242.373
Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,212.862
Secrets,OneRepublic,Waking Up,224.693
Wavin' Flag,K'NAAN,Troubadour,220.52
I Love College,Asher Roth,Asleep In The Bread Aisle,241.933
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,233.478
I Won (feat. Kanye West),Future,Honest,239.733
Burial - Radio Edit,Pusha T,Burial,210.435
Benz Friendz (Whatchutola) (feat. André 3000),Future,Honest,281.106
Hookah,Tyga,Hookah,202.32
Show Me / Paranoid (Remix),mike.,Show Me / Paranoid (Remix),174.158
Iz U Down,Kid Ink,Iz U Down,235.706
Up Down (Do This All Day) (feat. B.o.B),T-Pain,Up Down (Do This All Day) (feat. B.o.B),231.893
Brave,Sara Bareilles,The Blessed Unrest,220.573
Superstar (feat. Matthew Santos),Lupe Fiasco,Lupe Fiasco's The Cool,289
My Last,Big Sean,My Last,254.426
Run This Town,JAY-Z,The Hits Collection Volume One (Deluxe),268.013
Problem,Ariana Grande,Problem,193.986
Walk This Way (feat. Aerosmith),Run–D.M.C.,Raising Hell,310.386
Better with the Lights Off (feat. Chris Brown),New Boyz,Too Cool to Care,219.08
Far Alone,G-Eazy,Far Alone,270.16
Let's Get Lost (feat. Devon Baldwin),G-Eazy,Let's Get Lost (feat. Devon Baldwin),240.68
I Mean It,G-Eazy,I Mean It,236.453
Latch,Disclosure,Settle,255.631
All of Me,John Legend,Love In The Future (Expanded Edition),269.56
Wiggle (feat. Snoop Dogg),Jason Derulo,Tattoos (Deluxe Edition),193.295
Memory,Asher Monroe,Memory,217.73
Am I Wrong,Nico & Vinz,Am I Wrong,247.52
"Clear Eyes, Full Heart (Can't Lose)",T. Powell,"Clear Eyes, Full Heart (Can't Lose)",176.536
Old No. 7 (feat. G-Eazy),Jez Dior,Old No. 7 (feat. G-Eazy),223.912
Adorn,Miguel,Kaleidoscope Dream (Deluxe Version),193.146
Switch Lanes,Tyga,Hotel California (Deluxe),221.493
m.A.A.d city,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",350.12
Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),Juicy J,Stay Trippy,278.826
Just What I Am,Kid Cudi,Indicud,228.026
Ashley,Big Sean,Hall Of Fame (Deluxe),260.12
Dope,Tyga,Dope,224.853
Immortal,Kid Cudi,Indicud,301.84
Flower,Moby,Play & Play: B Sides,206.293
For the First Time,The Script,Science & Faith,252.853
I Need Your Love (feat. Ellie Goulding),Calvin Harris,18 Months,234.506
Brokenhearted,Karmin,Hello,227.146
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,The Papercut Chronicles II,222.417
Die Young,Kesha,Warrior (Deluxe Version),211.92
Glad You Came,The Wanted,Glad You Came,198.466
I Cry,Flo Rida,Wild Ones,223.8
Classic,MKTO,MKTO,175.426
Cry Me a River,Justin Timberlake,Justified,288.333
Fuck You,Lily Allen,"It's Not Me, It's You",219.893
Cheated,Mike Posner,31 Minutes to Takeoff,199.093
All Along,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,202.813
Dilemma,Nelly,Nellyville (Explicit Version),289.173
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,The Papercut Chronicles II,222.213
Wait (The Whisper Song),Ying Yang Twins,U.S.A. (United State of Atlanta),179.16
Crazy Kids,Kesha,Crazy Kids,229.373
TiK ToK,Kesha,Animal + Cannibal (Deluxe Edition),199.693
Blow,Kesha,Cannibal,219.973
We R Who We R,Kesha,We R Who We R,204.826
Your Love Is My Drug,Kesha,Animal + Cannibal (Deluxe Edition),187.066
Crazy Kids,Kesha,Warrior (Deluxe Version),230.746
Team,Lorde,Pure Heroine,193.058
She Will Be Loved,Maroon 5,Songs About Jane,257.133
Fast Lane,Bad Meets Evil,Hell: The Sequel (Deluxe),249.56
human,Christina Perri,human,250.706
La La La,Naughty Boy,Hotel Cabana (Deluxe Version),222.2
Calling All Angels,Train,My Private Nation,242.2
Feeling Myself (feat. Novaking),Epidemic,Feeling Myself (feat. Novaking),209.453
If It's Love,Train,"Save Me, San Francisco (Golden Gate Edition)",239.04
Tennis Court,Lorde,Pure Heroine,198.907
Eighteen Cool,Hoodie Allen,All American,208.078
Tipsy - Club Mix,J-Kwon,This Is The End: Original Motion Picture Soundtrack,245.613
Tipsy - Radio Mix,J-Kwon,Tipsy,243.026
Ride Wit Me,Nelly,Country Grammar,291.781
Main Chick (feat. Chris Brown),Kid Ink,My Own Lane,197.813
Let Her Go (Remix),mike.,Let Her Go (Remix),178.273
Or Nah (feat. Wiz Khalifa & DJ Mustard),Ty Dolla $ign,Beach House EP,251.861
Soundtrack 2 My Life,Kid Cudi,Man On The Moon: The End Of Day,235.626
Up Up & Away,Kid Cudi,Man On The Moon: The End Of Day (Deluxe),227.346
Boom Clap,Charli XCX,Boom Clap,169.293
Wasted,Tiësto,Wasted,188.371
Levels - Radio Edit,Avicii,Levels,199.903
I'm Not Locked Down,Treal,I'm Not Locked Down,267.24
V. 3005,Childish Gambino,because the internet,234.213
Best Day Of My Life,American Authors,Best Day Of My Life,194
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Epiphany,227.96
She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,202.496
Maps,Maroon 5,Maps,189.84
Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),227.833
Deliverance,Bubba Sparxxx,Deliverance,306.813
Best I Ever Had,Drake,So Far Gone,257.76
No Mediocre (feat. Iggy Azalea),T.I.,No Mediocre (feat. Iggy Azalea),201.6
Drankin' Patna,T-Pain,Drankin' Patna,227.16
Shine Like Gold (feat. CeeLo Green),Big Gipp,Shine Like Gold (feat. CeeLo Green),168.54
Lotta That,G-Eazy,Lotta That,288.866
New Flame,Chris Brown,New Flame,243.624
Almost Famous,G-Eazy,These Things Happen,268.92
IV. Sweatpants,Childish Gambino,Because The Internet,180.68
Heartbeat,Childish Gambino,Camp,269.84
Bullet Train (feat. Joni Fatora),Stephen Swartz,Bullet Train (feat. Joni Fatora),245.538
Bonfire,Childish Gambino,Camp,192.946
II. Worldstar,Childish Gambino,Because The Internet,244.653
Break Free,Ariana Grande,Break Free,214.693
Shower,Becky G,Shower,206.166
All About That Bass,Meghan Trainor,All About That Bass,188.754
Ain't It Fun,Paramore,Paramore,296.52
